sample_category	sample_name	Run	filename
Pre.Tumor.SP	LOH.Pre.Tumor2.SP.sc95	SRR14113205	msns08027.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor2.SP.sc96	SRR14113204	msns08028.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc1	SRR14113202	msns05328.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc10	SRR14112934	msns05466.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc100	SRR14112770	msns05374.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc101	SRR14112768	msns05375.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc102	SRR14112767	msns05378.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc103	SRR14112766	msns05380.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc104	SRR14112765	msns05381.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc105	SRR14112764	msns05382.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc106	SRR14112763	msns05335.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc107	SRR14112762	msns05383.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc108	SRR14112761	msns05384.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc109	SRR14112760	msns05386.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc11	SRR14112932	msns05467.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc110	SRR14112759	msns05387.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc111	SRR14112757	msns05388.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc112	SRR14112756	msns05390.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc113	SRR14112755	msns05392.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc114	SRR14112754	msns05394.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc115	SRR14112753	msns05395.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc116	SRR14112752	msns05396.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc117	SRR14112751	msns05337.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc118	SRR14113524	msns05397.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc119	SRR14113523	msns05398.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc12	SRR14112931	msns05468.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc120	SRR14113522	msns05399.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc121	SRR14113520	msns05400.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc122	SRR14113519	msns05401.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc123	SRR14113518	msns05402.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc124	SRR14113517	msns05404.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc125	SRR14113516	msns05405.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc126	SRR14113515	msns05406.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc127	SRR14113514	msns05408.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc128	SRR14113513	msns05339.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc129	SRR14113512	msns05409.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc13	SRR14112930	msns05344.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc130	SRR14113511	msns05410.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc131	SRR14113508	msns05411.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc132	SRR14113507	msns05412.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc133	SRR14113506	msns05413.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc134	SRR14113505	msns05415.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc135	SRR14113504	msns05416.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc136	SRR14113503	msns05417.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc137	SRR14113502	msns05419.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc138	SRR14113501	msns05420.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc139	SRR14113500	msns05340.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc14	SRR14112929	msns05470.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc140	SRR14113499	msns05421.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc141	SRR14113497	msns05422.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc142	SRR14113496	msns05423.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc143	SRR14113495	msns05424.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc144	SRR14113494	msns05425.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc145	SRR14113493	msns05426.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc146	SRR14112878	msns05427.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc147	SRR14112877	msns05428.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc148	SRR14112876	msns05430.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc149	SRR14112875	msns05431.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc15	SRR14112928	msns05471.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc150	SRR14112874	msns05341.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc151	SRR14112872	msns05432.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc152	SRR14112871	msns05433.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc153	SRR14112870	msns05434.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc154	SRR14112869	msns05435.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc155	SRR14112868	msns05437.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc156	SRR14112867	msns05438.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc157	SRR14112866	msns05439.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc158	SRR14112865	msns05440.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc159	SRR14112864	msns05442.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc16	SRR14112927	msns05472.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc160	SRR14112863	msns05443.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc161	SRR14112861	msns05342.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc162	SRR14112860	msns05444.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc163	SRR14112859	msns05445.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc164	SRR14112858	msns05446.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc165	SRR14112857	msns05447.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc166	SRR14112856	msns05448.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc167	SRR14112855	msns05449.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc168	SRR14112854	msns05450.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc169	SRR14112853	msns05452.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc17	SRR14112926	msns05473.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc170	SRR14112852	msns05453.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc171	SRR14112850	msns05454.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc18	SRR14112925	msns05475.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc19	SRR14112924	msns05476.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc2	SRR14112942	msns05343.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc20	SRR14112923	msns05479.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc21	SRR14112921	msns05480.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc22	SRR14112920	msns05481.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc23	SRR14112919	msns05482.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc24	SRR14112918	msns05345.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc25	SRR14112917	msns05483.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc26	SRR14112916	msns05485.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc27	SRR14112915	msns05486.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc28	SRR14112914	msns05487.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc29	SRR14112913	msns05488.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc3	SRR14112941	msns05455.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc30	SRR14112912	msns05492.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc31	SRR14113136	msns05493.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc32	SRR14113135	msns05494.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc33	SRR14113134	msns05496.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc34	SRR14113133	msns05497.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc35	SRR14113132	msns05346.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc36	SRR14113131	msns05498.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc37	SRR14113130	msns05499.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc38	SRR14113129	msns05500.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc39	SRR14113128	msns05501.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc4	SRR14112940	msns05456.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc40	SRR14113127	msns05503.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc41	SRR14113125	msns05505.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc42	SRR14113124	msns05506.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc43	SRR14113123	msns05507.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc44	SRR14113122	msns05508.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc45	SRR14113121	msns05509.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc46	SRR14113120	msns05347.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc47	SRR14113119	msns05510.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc48	SRR14113118	msns05511.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc49	SRR14113117	msns05512.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc5	SRR14112939	msns05457.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc50	SRR14113116	msns05513.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc51	SRR14113114	msns05514.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc52	SRR14113113	msns05515.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc53	SRR14113112	msns05516.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc54	SRR14113111	msns05517.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc55	SRR14113110	msns05518.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc56	SRR14113109	msns08045.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc57	SRR14113108	msns05348.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc58	SRR14113107	msns08046.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc59	SRR14113106	msns08047.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc6	SRR14112938	msns05460.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc60	SRR14112993	msns08048.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc61	SRR14112991	msns08049.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc62	SRR14112990	msns08050.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc63	SRR14112989	msns08051.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc64	SRR14112988	msns08052.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc65	SRR14112987	msns08053.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc66	SRR14112986	msns08054.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc67	SRR14112985	msns08055.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc68	SRR14112984	msns05349.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc69	SRR14112983	msns08056.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc7	SRR14112937	msns05461.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc70	SRR14112982	msns08057.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc71	SRR14112980	msns08058.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc72	SRR14112979	msns08059.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc73	SRR14112978	msns08060.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc74	SRR14112977	msns08061.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc75	SRR14112976	msns08062.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc76	SRR14112975	msns08063.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc77	SRR14112974	msns08064.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc78	SRR14112973	msns08065.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc79	SRR14112972	msns05350.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc8	SRR14112936	msns05463.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc80	SRR14112971	msns08066.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc81	SRR14112969	msns08067.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc82	SRR14112968	msns05351.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc83	SRR14112967	msns05352.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc84	SRR14112966	msns05329.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc85	SRR14112965	msns05353.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc86	SRR14112964	msns05354.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc87	SRR14112963	msns05356.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc88	SRR14112962	msns05357.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc89	SRR14112782	msns05359.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc9	SRR14112935	msns05465.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc90	SRR14112781	msns05360.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc91	SRR14112779	msns05361.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc92	SRR14112778	msns05362.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc93	SRR14112777	msns05363.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc94	SRR14112776	msns05366.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc95	SRR14112775	msns05333.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc96	SRR14112774	msns05367.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc97	SRR14112773	msns05368.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc98	SRR14112772	msns05369.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor3.SP.sc99	SRR14112771	msns05372.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc1	SRR14112849	msns04226.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc10	SRR14113098	msns05658.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc100	SRR14113257	msns04313.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc101	SRR14113256	msns04314.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc102	SRR14113255	msns04315.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc103	SRR14113254	msns04316.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc104	SRR14113253	msns04233.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc105	SRR14113041	msns04317.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc106	SRR14113040	msns04318.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc107	SRR14113039	msns04319.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc108	SRR14113038	msns04320.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc109	SRR14113037	msns05615.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc11	SRR14113097	msns05659.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc110	SRR14113035	msns08101.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc111	SRR14113034	msns05617.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc112	SRR14113033	msns08102.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc113	SRR14113032	msns05618.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc114	SRR14113031	msns08103.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc115	SRR14113030	msns05619.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc116	SRR14113029	msns08104.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc117	SRR14113028	msns05620.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc118	SRR14113027	msns08105.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc119	SRR14113026	msns05621.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc12	SRR14113096	msns05664.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc120	SRR14112813	msns08106.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc121	SRR14112812	msns04234.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc122	SRR14112811	msns05622.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc123	SRR14112810	msns08107.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc124	SRR14112809	msns05623.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc125	SRR14112808	msns08108.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc126	SRR14112807	msns05624.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc127	SRR14112806	msns05625.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc128	SRR14112805	msns05626.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc129	SRR14112804	msns05628.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc13	SRR14113095	msns04238.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc130	SRR14112802	msns05629.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc131	SRR14112801	msns05630.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc132	SRR14112800	msns05631.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc133	SRR14112799	msns05632.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc134	SRR14112798	msns04235.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc135	SRR14112797	msns05633.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc136	SRR14112796	msns05635.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc137	SRR14112795	msns05636.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc138	SRR14112794	msns05637.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc139	SRR14112793	msns05640.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc14	SRR14113094	msns05666.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc140	SRR14112791	msns05641.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc141	SRR14112790	msns05642.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc142	SRR14112789	msns05643.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc143	SRR14112788	msns05644.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc144	SRR14112787	msns05645.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc15	SRR14113093	msns05668.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc16	SRR14113092	msns05669.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc17	SRR14113091	msns05674.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc18	SRR14113090	msns05675.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc19	SRR14113089	msns05677.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc2	SRR14112848	msns04237.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc20	SRR14113087	msns05678.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc21	SRR14113086	msns05680.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc22	SRR14113085	msns05682.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc23	SRR14113084	msns05686.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc24	SRR14113083	msns04239.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc25	SRR14113082	msns05687.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc26	SRR14113081	msns05688.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc27	SRR14113080	msns05689.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc28	SRR14113079	msns05690.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc29	SRR14113078	msns05692.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc3	SRR14112847	msns05647.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc30	SRR14113076	msns05694.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc31	SRR14113075	msns05695.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc32	SRR14113074	msns05696.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc33	SRR14112750	msns05698.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc34	SRR14112749	msns05699.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc35	SRR14112748	msns04240.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc36	SRR14112747	msns05700.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc37	SRR14112746	msns05702.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc38	SRR14112745	msns05703.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc39	SRR14112744	msns05705.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc4	SRR14113105	msns05648.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc40	SRR14112742	msns05706.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc41	SRR14112741	msns05707.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc42	SRR14112740	msns05708.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc43	SRR14112739	msns04241.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc44	SRR14112738	msns04244.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc45	SRR14112737	msns04245.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc46	SRR14112736	msns04246.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc47	SRR14112735	msns04248.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc48	SRR14112734	msns04249.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc49	SRR14112733	msns04228.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc5	SRR14113104	msns05650.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc50	SRR14112731	msns04250.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc51	SRR14112730	msns04251.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc52	SRR14112729	msns04252.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc53	SRR14112728	msns04253.fastq.gz
Pre.Tumor.SP	LOH.Pre.Tumor4.SP.sc54	SRR14112727	msns04255.fastq.gz
